latitude,longitude,Location Type
40.86470880146065,-73.90368975926016,3+ Family Apt. Building
40.69214602423647,-73.95566749978927,3+ Family Apt. Building
40.71415076912868,-73.99112263728998,3+ Family Apt. Building
40.69400691824762,-73.91999083050253,1-2 Family Dwelling
40.802928040912455,-73.9675748180797,Other (Explain Below)
40.83690443112996,-73.91717723947194,3+ Family Apt. Building
40.69012060135719,-73.95623497559149,Vacant Lot
40.662240658075646,-73.91859437610337,Vacant Building
40.87914134996611,-73.87340149307286,3+ Family Apt. Building
40.846911113503424,-73.93823322379755,Other (Explain Below)
40.673017941917244,-73.83708306310055,Other (Explain Below)
40.680761400307055,-73.97668019760522,3+ Family Apt. Building
40.80193924773806,-73.96520223199718,Commercial Building
40.69736301043002,-73.90133135486221,3+ Family Apt. Building
40.74934977768944,-73.99604800963498,3+ Family Apt. Building
40.749747763250326,-73.9959649756858,3+ Family Apt. Building
40.78052288051567,-73.95205200828815,3+ Family Apt. Building
40.662240658075646,-73.91859437610337,Vacant Lot
40.7998846466806,-73.95309633822933,3+ Family Apt. Building
40.69721933341601,-73.92149441006897,3+ Family Mixed Use Building
40.66371218633413,-73.93655015590994,3+ Family Apt. Building
40.680341848362424,-73.91397540701122,3+ Family Apt. Building
40.716248810626986,-73.95135513598285,3+ Family Apt. Building
40.65292662904244,-73.94463677178794,1-2 Family Dwelling
40.71109808510128,-73.79529597878826,1-2 Family Dwelling
40.72792866412832,-73.94717941153436,1-2 Family Dwelling
40.834440719345494,-73.85665373238733,3+ Family Mixed Use Building
40.81283558950091,-73.94379930137559,1-2 Family Dwelling
40.66307448567071,-73.95161378553973,1-2 Family Dwelling
40.82249618936192,-73.94215441189979,Other (Explain Below)
40.69991962114838,-73.91678481410109,3+ Family Apt. Building
40.83303387949112,-73.90921031302837,3+ Family Mixed Use Building
40.657798316121294,-73.92908793722583,3+ Family Mixed Use Building
40.80616200738653,-73.95352176707539,Other (Explain Below)
40.82249618936192,-73.94215441189979,3+ Family Apt. Building
40.81265152772177,-73.94936640719581,3+ Family Apt. Building
40.66423003557692,-73.95864536294452,3+ Family Apt. Building
40.79308009831343,-73.96808161233515,3+ Family Apt. Building
40.676403783557575,-73.94124283705179,Other (Explain Below)
40.69433355888842,-73.9161534980314,1-2 Family Dwelling
40.689628254990666,-73.95359939205693,3+ Family Mixed Use Building
40.69027701916734,-73.87172995040396,Commercial Building
40.72246975943296,-73.98713505606007,Other (Explain Below)
40.685525167695936,-73.91940607172906,3+ Family Apt. Building
40.743030922348815,-73.9891556121082,Other (Explain Below)
40.79308009831343,-73.96808161233515,3+ Family Apt. Building
40.812426651420466,-73.8875450820543,1-2 Family Dwelling
40.87602186087904,-73.90300079606399,3+ Family Apt. Building
40.78482676550303,-73.98080006471915,Other (Explain Below)
40.79366089070633,-73.93834763720943,3+ Family Apt. Building
40.82231192539526,-73.95347074318033,3+ Family Mixed Use Building
40.741535126850465,-73.91603274857188,1-2 Family Dwelling
40.79597204633007,-73.94985944327445,3+ Family Apt. Building
40.7267459327873,-73.9477467893017,3+ Family Apt. Building
40.701520804453814,-73.94051021243463,3+ Family Apt. Building
40.834744919690145,-73.94032604263967,3+ Family Apt. Building
40.71543318517203,-73.91327358990112,Other (Explain Below)
40.763735687708284,-73.9581503909962,Construction Site
40.76322969163102,-73.90890837911023,Catch Basin/Sewer
40.701962848737146,-73.91094684966724,3+ Family Apt. Building
40.62874060504536,-74.116436108335,Commercial Building
40.81642315942996,-73.94425147971398,Construction Site
40.7430945047038,-73.99636234495766,Other (Explain Below)
40.72929305479335,-73.98569052382206,3+ Family Mixed Use Building
40.659580082192846,-73.92126838566298,3+ Family Apt. Building
40.72671852285383,-73.94782979246165,3+ Family Apt. Building
40.81718479255649,-73.9534743279133,3+ Family Apt. Building
40.85126215289846,-73.9395196149262,Commercial Building
40.774989049952666,-73.97757149174176,Other (Explain Below)
40.874666447655564,-73.90355601034659,3+ Family Mixed Use Building
40.62415424376073,-73.94154820377645,1-2 Family Dwelling
40.55356241880709,-74.15022864707872,Other (Explain Below)
40.59504716404753,-74.10318767517326,1-2 Family Dwelling
40.77731000071229,-73.98889728490686,Public Garden
40.78691553125241,-73.98094390877509,Public Garden
40.81592131412146,-73.94516592195019,Other (Explain Below)
40.8764145863597,-73.87474099798092,Other (Explain Below)
40.80129437683266,-73.9656685094065,3+ Family Apt. Building
40.670668951205656,-73.97711631023289,3+ Family Mixed Use Building
40.76627812103367,-73.96943739251219,3+ Family Apt. Building
40.676162561629894,-73.97079817943477,3+ Family Apt. Building
40.81705569237803,-73.86579543538363,1-2 Family Dwelling
40.64484174222754,-74.01591292648294,1-2 Family Dwelling
40.6409195532613,-74.01510486113735,Commercial Building
40.6050927676478,-73.99776717834844,Commercial Building
40.81645568422696,-73.89608607734459,3+ Family Mixed Use Building
40.657237663409674,-73.91581087535543,3+ Family Apt. Building
40.70783424930398,-73.90452958389643,1-2 Family Dwelling
40.625839408112135,-74.08126395922507,1-2 Family Dwelling
40.703127735887925,-73.95540052010135,Other (Explain Below)
40.706549917131575,-73.78325596363132,1-2 Family Dwelling
40.77605471146547,-73.9815355398625,3+ Family Apt. Building
40.653935093799525,-73.9533755437929,1-2 Family Dwelling
40.65957762523322,-73.93021778588945,3+ Family Apt. Building
40.76401347057761,-73.98111651763126,3+ Family Apt. Building
40.61317744613992,-74.0889887341656,1-2 Family Dwelling
40.80419097074172,-73.95272486978865,Other (Explain Below)
40.684549085660045,-73.93896412107527,1-2 Family Dwelling
40.751658166616814,-74.00162777115682,Vacant Lot
40.72350613249469,-73.9792808405996,Vacant Lot
40.8449233075465,-73.88398064933227,3+ Family Mixed Use Building
40.68424665372896,-73.9285478164454,3+ Family Apt. Building
40.67106281684424,-73.92322670513636,3+ Family Apt. Building
40.73243069559712,-73.98923310957603,Other (Explain Below)
40.79595730280253,-73.97082869895915,Other (Explain Below)
40.733216068764854,-74.00547010664744,3+ Family Mixed Use Building
40.744199973100244,-73.92771844243767,Commercial Building
40.83906816448844,-73.91464836498703,Commercial Building
40.60291279924244,-74.12615755024511,1-2 Family Dwelling
40.62652822950253,-73.91115197413771,3+ Family Apt. Building
40.76066469118086,-73.86081210299457,3+ Family Apt. Building
40.723967753357456,-73.98228595210466,3+ Family Apt. Building
40.72702267409625,-73.90764458947976,Other (Explain Below)
40.7431564450354,-73.91870120960044,Other (Explain Below)
40.60369005277981,-74.00578720808068,1-2 Family Mixed Use Building
40.83723409388286,-73.90021682841694,Government Building
40.81801612012409,-73.88879652170274,Commercial Building
40.70738172308087,-73.95438414857334,Commercial Building
40.726675148052045,-74.00829094412056,Commercial Building
40.6147639432936,-74.06901139564106,Vacant Lot
40.85212857574681,-73.93781991746623,3+ Family Apt. Building
40.720334638445976,-74.00980532736115,Catch Basin/Sewer
40.83640666779464,-73.94850630171364,Other (Explain Below)
40.818092516646686,-73.90352961374506,3+ Family Apt. Building
40.791566786272064,-73.96476706118179,3+ Family Mixed Use Building
40.67589420653186,-73.96341134722032,Commercial Building
40.68578650917728,-73.87669640801565,1-2 Family Dwelling
40.5769101997331,-74.09605723383717,Other (Explain Below)
40.86817716295684,-73.857662066164,Other (Explain Below)
40.83249887686968,-73.8768870626472,1-2 Family Dwelling
40.694829327462635,-73.74676340837486,1-2 Family Dwelling
40.68980220499059,-73.99543132414425,3+ Family Apt. Building
40.72098544728762,-73.99481950420673,1-2 Family Dwelling
40.75439282107814,-73.96739631745733,Commercial Building
40.67395215785347,-73.95898541880756,3+ Family Apt. Building
40.6736940366514,-73.9671906254838,Other (Explain Below)
40.69128388389746,-73.94260720918994,3+ Family Apt. Building
40.68647279225864,-73.92875456288628,1-2 Family Dwelling
40.68400717703289,-73.78922438748316,1-2 Family Dwelling
40.662090018258006,-73.92727035989199,Commercial Building
40.74430096523479,-73.8890530912882,1-2 Family Dwelling
40.67949248534259,-73.87144784452569,3+ Family Apt. Building
40.66888978162708,-73.94954403342918,1-2 Family Dwelling
40.83427291645284,-73.93066696211895,Vacant Lot
40.726484730955455,-73.94112652325232,3+ Family Apt. Building
40.7408381405675,-73.90233874521624,Commercial Building
40.577689376504004,-74.09647233716423,1-2 Family Dwelling
40.62652822950253,-73.91115197413771,3+ Family Mixed Use Building
40.73458745933307,-73.95359334251052,Vacant Building
40.81861019122359,-73.93788375189399,3+ Family Apt. Building
40.67301851588233,-73.96613469476401,3+ Family Apt. Building
40.663182834487536,-73.9624487193949,Catch Basin/Sewer
40.813547959677095,-73.94693805418994,Vacant Building
40.78849027646615,-73.97694219806905,Construction Site
40.81470177193729,-73.94922395328012,3+ Family Apt. Building
40.80793597577845,-73.95574931796479,3+ Family Apt. Building
40.85445052710269,-73.88432189873187,3+ Family Mixed Use Building
40.71234216003643,-73.99405546657133,Other (Explain Below)
40.853171260611475,-73.89866387614234,3+ Family Apt. Building
40.68535104370804,-73.9515182966957,Construction Site
40.81861019122359,-73.93788375189399,3+ Family Mixed Use Building
40.79045837287462,-73.9775698917367,3+ Family Apt. Building
40.77457382423903,-73.95589063338052,3+ Family Apt. Building
40.83722808926937,-73.94422320443937,3+ Family Apt. Building
40.64500833719697,-73.95866808690022,3+ Family Apt. Building
40.859292855468716,-73.92933944624087,3+ Family Apt. Building
40.87985309499563,-73.8993789964368,1-2 Family Dwelling
40.82096311133672,-73.85803041826338,3+ Family Apt. Building
40.79525248529961,-73.97320906036076,Other (Explain Below)
40.662526498524755,-73.9614398495008,Commercial Building
40.79846757489304,-73.92990243776612,3+ Family Apt. Building
40.836798211218884,-73.92230545187749,Other (Explain Below)
40.603876282268686,-73.93743170993744,Other (Explain Below)
40.778817867697676,-73.81376610193458,1-2 Family Dwelling
40.685532320594795,-73.85632842711716,1-2 Family Dwelling
40.727125915492465,-73.87974077235364,1-2 Family Dwelling
40.679908771209774,-73.91114935771233,3+ Family Apt. Building
40.855598035237314,-73.90237628699025,3+ Family Apt. Building
40.683385459750326,-73.76310763799422,1-2 Family Dwelling
40.69017093334264,-73.8338571189855,1-2 Family Dwelling
40.6725211198109,-73.9641810555245,Other (Explain Below)
40.686453650957276,-73.96437549175461,1-2 Family Dwelling
40.71357738901472,-73.996064559371,1-2 Family Mixed Use Building
40.72869945390183,-73.86556567323261,1-2 Family Dwelling
40.62347754217625,-74.08314509631442,3+ Family Apt. Building
40.854239428347384,-73.93814689235448,3+ Family Apt. Building
40.625783267157416,-73.91327480504606,1-2 Family Dwelling
40.85746290943155,-73.93533143126777,3+ Family Apt. Building
40.75101083982649,-73.89679090365671,Vacant Lot
40.88272224707125,-73.90371067700805,3+ Family Apt. Building
40.72705989643707,-73.95694312348782,Other (Explain Below)
40.694391970026345,-73.94466364504756,Vacant Building
40.6708762684802,-73.98629065184967,Other (Explain Below)
40.82468750519826,-73.91317094117562,3+ Family Apt. Building
40.8384110027406,-73.89955732294341,3+ Family Apt. Building
40.692244425470975,-73.95461447272977,3+ Family Apt. Building
40.81563607574945,-73.90040094574427,3+ Family Mixed Use Building
40.82384628781796,-73.91506533775762,3+ Family Mixed Use Building
40.843467299303754,-73.93973271290878,3+ Family Apt. Building
40.67339356093797,-73.96292604223879,Construction Site
40.67530802806552,-73.95178156072667,3+ Family Apt. Building
40.830890183707844,-73.94347328611317,3+ Family Apt. Building
40.8313072254753,-73.94315855121066,Commercial Building
40.676642030222794,-73.94571306229706,3+ Family Apt. Building
40.74539164232843,-73.90558009045256,Public Garden
40.638605011379354,-74.1320224777755,3+ Family Apt. Building
40.71252476232935,-73.87298570527393,1-2 Family Dwelling
40.631127454608716,-73.97633726810152,3+ Family Mixed Use Building
40.631978519196025,-74.12262052434241,Vacant Lot
40.658119632125576,-73.93399650106521,Other (Explain Below)
40.63736333317278,-73.7450286167077,Commercial Building
40.69406323077167,-73.74662567843909,1-2 Family Dwelling
40.75336096749028,-73.88861931776488,3+ Family Mixed Use Building
40.86786464320463,-73.91710613891475,1-2 Family Mixed Use Building
40.67614338400767,-73.9615797880878,1-2 Family Dwelling
40.734631850710024,-73.93722593969864,3+ Family Apt. Building
40.740559832499365,-73.89190293745841,Vacant Lot
40.69440670500014,-73.9694378826856,3+ Family Apt. Building
40.68649473735715,-73.96410143494127,1-2 Family Dwelling
40.71284716821725,-74.00646400765469,Other (Explain Below)
40.668808435384435,-73.8377818564909,Office Building
40.671748350401366,-73.95249430442415,3+ Family Mixed Use Building
40.6818696590326,-73.95581855034584,Catch Basin/Sewer
40.69646065432311,-73.97288092017463,Construction Site
40.695980085113966,-73.76253998186097,1-2 Family Dwelling
40.722821561073935,-73.86914914422672,1-2 Family Dwelling
40.63665303610802,-73.90677162086881,3+ Family Apt. Building
40.83390986473204,-73.90974756083833,3+ Family Mixed Use Building
40.80800915398813,-73.93619586187837,3+ Family Apt. Building
40.573654247083454,-74.11739837445619,Commercial Building
40.84123409116453,-73.93645312471172,3+ Family Apt. Building
40.866087555750624,-73.91918724405946,3+ Family Mixed Use Building
40.881323886513826,-73.8386086014768,Commercial Building
40.66366132497843,-73.89667734722893,1-2 Family Dwelling
40.68199441212257,-73.92197022946803,3+ Family Apt. Building
40.7758482591169,-73.79760989102013,1-2 Family Dwelling
40.88272224707125,-73.90371067700805,Parking Lot/Garage
40.817629379394376,-73.91126173832384,3+ Family Apt. Building
40.80894329739636,-73.95577032238367,Other (Explain Below)
40.64528404473806,-73.95464641571394,3+ Family Apt. Building
40.62362578415409,-73.97557263233878,1-2 Family Dwelling
40.7880352116511,-73.97993966892693,Other (Explain Below)
40.72832678131086,-73.98475987116001,3+ Family Mixed Use Building
40.85233094678571,-73.88923436728051,3+ Family Apt. Building
40.70096083528102,-73.9143346970833,1-2 Family Dwelling
40.876046513998716,-73.84107306391435,Other (Explain Below)
40.8327991319167,-73.94073974404654,3+ Family Apt. Building
40.617650439088365,-73.95706412545967,3+ Family Apt. Building
40.688298571616684,-73.87220972493958,1-2 Family Dwelling
40.66753599738231,-73.98735832863113,Other (Explain Below)
40.6461765090665,-73.94906752406816,3+ Family Apt. Building
40.6608948237227,-73.92125602091112,3+ Family Apt. Building
40.67711499002871,-73.97076531546419,Other (Explain Below)
40.67663929395274,-73.94573109047154,Other (Explain Below)
40.676642030222794,-73.94571306229706,3+ Family Apt. Building
40.62741707937283,-73.94014756427431,1-2 Family Dwelling
40.670695024624294,-73.98556611074059,3+ Family Apt. Building
40.675241622405686,-73.95053063426849,1-2 Family Dwelling
40.72985382790885,-73.85997804873558,Other (Explain Below)
40.72985382790885,-73.85997804873558,Other (Explain Below)
40.741125798055656,-73.89248662551232,Other (Explain Below)
40.6625972052676,-73.95952585620273,1-2 Family Dwelling
40.729881161317024,-73.85988418138248,Vacant Lot
40.65824499473696,-73.91580599988642,3+ Family Apt. Building
40.75761621896658,-73.84438768025895,Commercial Building
40.776867672679494,-73.79513351467007,1-2 Family Dwelling
40.632550848896315,-74.13830821499751,1-2 Family Dwelling
40.70064305976192,-73.93646091000879,1-2 Family Dwelling
40.67357802761847,-73.91676360544737,3+ Family Mixed Use Building
40.67657209869467,-73.90548284377546,Other (Explain Below)
40.676936895374176,-73.90516867376765,Other (Explain Below)
40.82422763640621,-73.87814530246716,Other (Explain Below)
40.68230189962638,-73.95937688782708,Commercial Building
40.82649974311617,-73.84978386445951,3+ Family Mixed Use Building
40.779148059356324,-73.9817224405105,Other (Explain Below)
40.685145800111954,-73.96924742212205,Other (Explain Below)
40.749511741725954,-73.99682035435978,3+ Family Apt. Building
40.75444570680342,-73.87832348689571,3+ Family Apt. Building
40.64550665342366,-74.00991685007651,Commercial Building
40.68054755467733,-73.95816293655834,3+ Family Apt. Building
40.88146881810226,-73.8382249216615,Commercial Building
40.881323886513826,-73.8386086014768,Commercial Building
40.64551488839768,-74.00990964428641,Commercial Building
40.72350613249469,-73.9792808405996,3+ Family Apt. Building
40.65107280418678,-74.01266738234672,3+ Family Apt. Building
40.65082356088377,-73.9203020905484,3+ Family Apt. Building
40.61678476185766,-73.97124558441335,1-2 Family Mixed Use Building
40.78502710870076,-73.98066639781511,Other (Explain Below)
40.60941443263531,-74.08885766351459,Vacant Lot
40.59919503085712,-73.74054345529005,Other (Explain Below)
40.74725219679941,-73.98766079482431,3+ Family Apt. Building
40.79435163097524,-73.94183576849969,3+ Family Apt. Building
40.637676191215206,-73.99803271629476,3+ Family Apt. Building
40.79202129490043,-73.81797261488433,1-2 Family Dwelling
40.611636004668924,-73.9732143185729,Commercial Building
40.643645662680846,-73.98977713699415,Vacant Building
40.68192121453185,-73.9618252370192,3+ Family Apt. Building
40.703239029880955,-73.91438586898651,Other (Explain Below)
40.68730274813149,-73.7857596369427,1-2 Family Dwelling
40.67581342429896,-73.94078910891228,3+ Family Apt. Building
40.776867672679494,-73.79513351467007,Vacant Building
40.63652893526196,-73.94391896240569,Vacant Lot
40.83495025759877,-73.91726278884005,3+ Family Apt. Building
40.827728327584346,-73.94950669607618,3+ Family Apt. Building
40.75876371140986,-73.93241321178503,3+ Family Apt. Building
40.74424219452578,-73.95046496439456,Other (Explain Below)
40.747170342218986,-73.90570388478919,3+ Family Apt. Building
40.66610887727981,-73.87138712734941,3+ Family Apt. Building
40.642184030096004,-73.97930969546145,3+ Family Apt. Building
40.74447026695928,-73.88815059379951,Vacant Building
40.680194135372204,-73.9600091135084,3+ Family Mixed Use Building
40.830614236321296,-73.9072623065312,3+ Family Apt. Building
40.82383527967679,-73.91502560699092,3+ Family Apt. Building
40.81930950060308,-73.91538183916711,Other (Explain Below)
40.851661142467044,-73.92280860415683,3+ Family Apt. Building
40.717965113085626,-73.94701054395806,Catch Basin/Sewer
40.864079433162864,-73.89337968547845,3+ Family Apt. Building
40.79952363566291,-73.94372024414999,3+ Family Apt. Building
40.68551597167343,-73.93056202576177,3+ Family Apt. Building
40.61184069339268,-73.98114155480927,3+ Family Apt. Building
40.67616351725624,-73.99888600462751,1-2 Family Dwelling
40.79084663432901,-73.94760980613975,3+ Family Apt. Building
40.83160637769497,-73.91612866705971,Other (Explain Below)
40.676030663216025,-73.94157484019098,Other (Explain Below)
40.87316677600587,-73.87651164992855,3+ Family Apt. Building
40.67598633247268,-73.91094908955097,Vacant Building
40.6512373851411,-73.94793926972035,1-2 Family Dwelling
40.67788066967251,-73.98422340034,3+ Family Apt. Building
40.832807135724146,-73.9105765831402,3+ Family Apt. Building
40.80466625607931,-73.95382984200852,3+ Family Apt. Building
40.71625873666101,-73.94892378673934,Other (Explain Below)
40.69876466508281,-73.95835706868755,Vacant Lot
40.733496108088275,-74.00357579054595,Commercial Building
40.6512373851411,-73.94793926972035,1-2 Family Dwelling
40.80466625607931,-73.95382984200852,Other (Explain Below)
40.83718995042637,-73.90316944363829,3+ Family Apt. Building
40.87815872886437,-73.89836181536825,1-2 Family Dwelling
40.85951507984732,-73.89347015025339,3+ Family Mixed Use Building
40.67149378496942,-73.98581107180388,1-2 Family Dwelling
