,number_of_places_2500m,number_of_places_1000m,number_of_places_500m
46161,44,6,1
46162,10,2,0
46163,71,15,5
46164,3,0,0
46165,10,1,0
46166,69,37,17
46167,0,0,0
46168,0,0,0
46169,76,16,4
46170,63,8,2
46171,5,0,0
46172,74,18,5
46173,9,1,0
46174,0,0,0
46175,67,11,2
46176,23,5,2
46177,0,0,0
46178,64,11,3
46179,9,1,0
46180,0,0,0
46181,10,4,0
46182,9,1,0
46183,2,0,0
46184,2,0,0
46185,2,0,0
46186,1,0,0
46187,58,4,1
46188,18,3,1
46189,62,37,8
46190,16,0,0
46191,8,0,0
46192,46,5,2
46193,5,2,0
46194,10,3,3
46195,5,0,0
46196,17,0,0
46197,1,0,0
46198,10,1,0
46199,1,0,0
46200,16,4,1
46201,55,9,2
46202,4,0,0
46203,66,15,5
46204,66,10,2
46205,37,6,1
46206,0,0,0
46207,1,0,0
46208,2,0,0
46209,38,2,0
46210,0,0,0
46211,2,0,0
46212,16,4,2
46213,2,0,0
46214,1,0,0
46215,9,2,1
46216,39,3,1
46217,62,5,1
46218,1,0,0
46219,1,0,0
46220,1,0,0
46221,67,10,0
46222,1,0,0
46223,0,0,0
46224,24,4,1
46225,16,2,0
46226,37,1,0
46227,60,6,0
46228,0,0,0
46229,1,0,0
46230,65,8,1
46231,10,1,1
46232,11,2,1
46233,10,2,1
46234,71,12,0
46235,52,7,2
46236,14,1,1
46237,21,1,0
46238,0,0,0
46239,9,1,0
46240,1,0,0
46241,34,3,2
46242,16,3,0
46243,24,4,2
46244,0,0,0
46245,0,0,0
46246,56,10,3
46247,63,10,3
46248,0,0,0
46249,0,0,0
46250,7,1,0
46251,0,0,0
46252,1,0,0
46253,0,0,0
46254,19,2,0
46255,60,8,0
46256,14,5,0
46257,48,5,2
46258,49,3,1
46259,60,5,0
46260,37,3,0
46261,67,36,15
46262,6,0,0
46263,1,0,0
46264,39,1,0
46265,5,1,0
46266,9,1,0
46267,5,0,0
46268,5,1,0
46269,1,0,0
46270,59,5,0
46271,4,0,0
46272,70,14,5
46273,0,0,0
46274,3,0,0
46275,9,2,0
46276,2,0,0
46277,0,0,0
46278,1,0,0
46279,0,0,0
46280,60,11,1
46281,1,0,0
46282,12,3,1
46283,2,1,1
46284,73,22,7
46285,3,0,0
46286,54,9,2
46287,6,0,0
46288,0,0,0
46289,0,0,0
46290,55,10,5
46291,39,7,1
46292,5,2,0
46293,35,1,0
46294,69,16,4
46295,58,6,0
46296,69,16,4
46297,56,5,1
46298,33,4,1
46299,63,5,1
46300,2,0,0
46301,68,12,1
46302,71,11,0
46303,38,1,0
46304,69,13,3
46305,64,10,3
46306,59,4,1
46307,52,8,1
46308,0,0,0
46309,69,12,1
46310,6,0,0
46311,69,12,0
46312,59,4,1
46313,2,0,0
46314,38,1,0
46315,5,1,0
46316,37,6,2
46317,69,16,4
46318,1,1,0
46319,4,0,0
46320,71,12,0
46321,2,0,0
46322,1,0,0
46323,0,0,0
46324,51,20,5
46325,81,25,9
46326,25,7,0
46327,5,0,0
46328,0,0,0
46329,5,0,0
46330,1,1,0
46331,57,8,1
46332,0,0,0
46333,0,0,0
46334,6,2,0
46335,1,0,0
46336,67,11,2
46337,9,3,2
46338,0,0,0
46339,0,0,0
46340,39,6,0
46341,12,1,0
46342,67,13,2
46343,45,4,1
46344,74,10,3
46345,3,0,0
46346,62,2,0
46347,5,0,0
46348,0,0,0
46349,3,0,0
46350,16,2,2
46351,0,0,0
46352,70,12,8
46353,27,7,1
46354,70,21,5
46355,16,3,0
46356,0,0,0
46357,1,0,0
46358,13,6,2
46359,12,4,0
46360,7,0,0
46361,67,12,1
46362,67,6,1
46363,1,0,0
46364,0,0,0
46365,1,0,0
46366,29,4,0
46367,65,12,2
46368,66,29,15
46369,66,12,5
46370,9,2,0
46371,29,2,1
46372,1,1,0
46373,1,0,0
46374,0,0,0
46375,7,3,0
46376,1,1,0
46377,1,1,0
46378,1,0,0
46379,71,12,4
46380,1,0,0
46381,9,2,2
46382,9,1,0
46383,9,2,0
46384,4,0,0
46385,2,0,0
46386,9,2,0
46387,23,7,0
46388,1,0,0
46389,60,4,1
46390,5,3,0
46391,1,0,0
46392,4,2,0
46393,0,0,0
46394,0,0,0
46395,20,4,1
46396,0,0,0
46397,2,0,0
46398,2,0,0
46399,1,0,0
46400,0,0,0
46401,0,0,0
46402,5,0,0
46403,0,0,0
46404,0,0,0
46405,0,0,0
46406,1,0,0
46407,1,0,0
46408,1,0,0
46409,14,3,0
46410,9,2,0
46411,0,0,0
46412,11,4,3
46413,5,1,1
46414,62,37,8
46415,67,9,3
46416,55,10,1
46417,3,0,0
46418,43,5,3
46419,0,0,0
46420,66,28,6
46421,15,3,0
46422,12,0,0
46423,0,0,0
46424,45,9,4
46425,6,2,0
46426,2,1,0
46427,0,0,0
46428,5,1,0
46429,7,1,0
46430,0,0,0
46431,7,0,0
46432,57,10,1
46433,57,10,1
46434,1,0,0
46435,41,2,1
46436,28,6,1
46437,1,0,0
46438,0,0,0
46439,4,1,0
46440,9,2,1
46441,0,0,0
46442,1,0,0
46443,67,28,7
46444,14,3,1
46445,0,0,0
46446,71,15,3
46447,9,4,0
46448,67,14,2
46449,68,12,0
46450,4,0,0
46451,74,21,8
46452,64,10,3
46453,24,3,1
46454,0,0,0
46455,8,1,1
46456,54,9,4
46457,4,0,0
46458,11,2,0
46459,79,20,7
46460,10,3,1
46461,3,1,0
46462,71,25,5
46463,5,0,0
46464,0,0,0
46465,69,12,2
46466,7,2,0
46467,65,10,1
46468,7,2,0
46469,68,12,1
46470,0,0,0
46471,3,0,0
46472,67,9,2
46473,2,0,0
46474,3,0,0
46475,8,2,0
46476,57,11,0
46477,53,12,5
46478,65,10,4
46479,1,0,0
46480,12,2,0
46481,5,1,0
46482,11,2,1
46483,5,0,0
46484,58,8,5
46485,39,4,1
46486,71,14,3
46487,32,3,1
46488,4,0,0
46489,16,0,0
46490,0,0,0
46491,0,0,0
46492,3,3,0
46493,1,0,0
46494,3,0,0
46495,56,10,3
46496,1,0,0
46497,70,9,3
46498,71,10,0
46499,1,0,0
46500,23,5,0
46501,0,0,0
46502,10,1,0
46503,59,3,2
46504,8,2,1
46505,0,0,0
46506,0,0,0
46507,11,2,1
46508,7,1,0
46509,46,10,4
46510,1,1,1
46511,1,1,0
46512,57,10,2
46513,1,0,0
46514,1,0,0
46515,68,9,3
46516,1,1,1
46517,68,13,3
46518,68,12,1
46519,71,18,4
46520,57,9,5
46521,14,2,0
46522,0,0,0
46523,1,1,0
46524,2,0,0
46525,71,13,0
46526,67,5,1
46527,72,16,4
46528,0,0,0
46529,10,2,0
46530,4,0,0
46531,5,0,0
46532,9,1,0
46533,36,1,0
46534,0,0,0
46535,75,22,2
46536,61,5,0
46537,1,0,0
46538,1,0,0
46539,6,0,0
46540,76,25,8
46541,4,0,0
46542,68,13,2
46543,58,5,0
46544,1,0,0
46545,0,0,0
46546,0,0,0
46547,9,2,0
46548,7,1,0
46549,0,0,0
46550,13,3,1
46551,1,0,0
46552,67,12,4
46553,78,27,5
46554,49,3,1
46555,0,0,0
46556,55,26,7
46557,14,3,1
46558,14,3,1
46559,14,3,1
46560,10,1,0
46561,70,38,15
46562,1,0,0
46563,3,0,0
46564,69,12,1
46565,4,0,0
46566,1,0,0
46567,75,20,6
46568,2,1,0
46569,73,13,2
46570,72,23,2
46571,71,11,2
46572,1,0,0
46573,18,2,0
46574,22,4,1
46575,4,0,0
46576,61,9,3
46577,4,0,0
46578,40,2,0
46579,5,2,0
46580,2,0,0
46581,1,0,0
46582,0,0,0
46583,5,2,0
46584,4,0,0
46585,14,4,0
46586,1,0,0
46587,69,9,0
46588,7,1,0
46589,2,0,0
46590,67,10,2
46591,65,8,4
46592,3,1,0
46593,2,0,0
46594,28,4,0
46595,1,0,0
46596,3,0,0
46597,72,14,2
46598,10,2,1
46599,1,0,0
46600,4,0,0
46601,0,0,0
46602,65,6,0
46603,0,0,0
46604,65,9,1
46605,1,0,0
46606,67,10,0
46607,49,9,3
46608,8,2,0
46609,3,0,0
46610,1,0,0
46611,76,8,0
46612,5,1,0
46613,8,1,0
46614,72,9,2
46615,41,2,0
46616,0,0,0
46617,0,0,0
46618,64,12,3
46619,74,8,1
46620,1,0,0
46621,8,1,0
46622,45,13,1
46623,12,4,1
46624,12,4,2
46625,67,8,2
46626,71,10,3
46627,62,36,9
46628,11,0,0
46629,62,37,7
46630,66,10,2
46631,1,0,0
46632,60,32,6
46633,1,1,0
46634,12,0,0
46635,1,0,0
46636,74,21,3
46637,70,38,15
46638,6,3,2
46639,43,6,0
46640,1,0,0
46641,68,15,3
46642,1,0,0
46643,0,0,0
46644,39,6,0
46645,79,20,8
46646,71,10,0
46647,75,18,7
46648,57,10,4
46649,67,11,2
46650,0,0,0
46651,51,8,1
46652,4,1,0
46653,5,0,0
46654,4,0,0
46655,4,0,0
46656,76,22,7
46657,10,2,2
46658,0,0,0
46659,69,13,3
46660,3,0,0
46661,7,1,0
46662,23,3,0
46663,6,2,1
46664,4,0,0
46665,2,0,0
46666,77,26,11
46667,68,5,0
46668,64,34,12
46669,1,0,0
46670,0,0,0
46671,0,0,0
46672,1,0,0
46673,19,3,1
46674,67,12,1
46675,16,2,2
46676,0,0,0
46677,3,0,0
46678,72,8,0
46679,53,8,0
46680,71,12,0
46681,67,35,17
46682,2,0,0
46683,72,22,6
46684,1,0,0
46685,34,1,0
46686,18,2,1
46687,70,15,5
46688,0,0,0
46689,49,3,1
46690,0,0,0
46691,3,0,0
46692,66,15,3
46693,22,2,0
46694,0,0,0
46695,67,11,0
46696,72,10,3
46697,17,2,0
46698,62,30,7
46699,10,1,0
46700,3,0,0
46701,2,0,0
46702,67,12,1
46703,13,3,0
46704,16,2,0
46705,53,6,1
46706,0,0,0
46707,13,3,1
46708,14,3,0
46709,59,9,3
46710,11,1,0
46711,4,1,0
46712,16,2,0
46713,13,3,0
46714,5,1,0
46715,51,5,1
46716,5,1,0
46717,8,2,0
46718,5,1,1
46719,73,30,14
46720,2,2,0
46721,8,2,0
46722,16,2,0
46723,69,13,2
46724,1,0,0
46725,8,2,0
46726,8,2,0
46727,0,0,0
46728,71,9,3
46729,2,0,0
46730,66,9,1
46731,52,3,2
46732,1,0,0
46733,8,1,0
46734,5,2,0
46735,9,1,1
46736,70,13,2
46737,18,2,2
46738,18,2,2
46739,44,3,2
46740,18,2,2
46741,18,2,1
46742,18,2,2
46743,18,2,1
46744,18,2,2
46745,18,2,2
46746,18,2,1
46747,18,2,2
46748,18,2,2
46749,2,0,0
46750,18,2,1
46751,18,2,2
46752,18,2,1
46753,18,2,1
46754,18,2,2
46755,18,2,2
46756,5,2,1
46757,73,10,3
46758,46,10,3
46759,4,0,0
46760,63,8,0
46761,19,2,1
46762,66,12,3
46763,5,0,0
46764,65,11,0
46765,35,4,0
46766,1,1,0
46767,1,0,0
46768,63,11,4
46769,62,36,8
46770,0,0,0
46771,4,1,0
46772,65,10,1
46773,51,7,2
46774,1,0,0
46775,71,14,8
46776,0,0,0
46777,0,0,0
46778,74,10,1
46779,13,6,2
46780,3,0,0
46781,74,15,8
46782,29,3,1
46783,8,0,0
46784,5,0,0
46785,56,6,0
46786,0,0,0
46787,1,0,0
46788,2,0,0
46789,67,9,1
46790,0,0,0
46791,2,0,0
46792,65,9,1
46793,0,0,0
46794,34,11,0
46795,1,0,0
46796,1,0,0
46797,77,12,3
46798,72,16,2
46799,7,2,2
46800,68,12,1
46801,2,0,0
46802,19,2,0
46803,70,12,0
46804,0,0,0
46805,7,2,1
46806,7,2,1
46807,72,14,7
46808,7,1,1
46809,68,12,4
46810,0,0,0
46811,57,11,0
46812,75,17,6
46813,6,0,0
46814,59,9,4
46815,0,0,0
46816,0,0,0
46817,1,0,0
46818,53,21,7
46819,1,0,0
46820,5,3,0
46821,69,11,1
46822,0,0,0
46823,0,0,0
46824,11,2,0
46825,0,0,0
46826,3,0,0
46827,39,5,1
46828,61,8,1
46829,2,0,0
46830,67,12,2
46831,0,0,0
46832,1,0,0
46833,6,1,0
46834,19,2,0
46835,75,24,11
46836,63,12,1
46837,70,13,2
46838,19,2,0
46839,1,1,0
46840,1,0,0
46841,60,32,7
46842,1,0,0
46843,1,0,0
46844,2,0,0
46845,8,1,0
46846,70,6,0
46847,23,3,0
46848,66,10,0
46849,66,10,2
46850,63,10,1
46851,19,2,0
46852,1,0,0
46853,0,0,0
46854,7,2,0
46855,57,6,2
46856,4,1,1
46857,20,2,1
46858,18,4,0
46859,64,15,2
46860,49,3,1
46861,69,15,3
46862,0,0,0
46863,0,0,0
46864,4,0,0
46865,18,2,0
46866,62,8,0
46867,68,25,3
46868,12,0,0
46869,4,2,1
46870,18,5,2
46871,14,4,0
46872,6,2,0
46873,12,0,0
46874,4,2,0
46875,77,9,0
46876,0,0,0
46877,74,20,6
46878,2,0,0
46879,76,8,0
46880,0,0,0
46881,2,1,0
46882,0,0,0
46883,5,0,0
46884,1,0,0
46885,70,12,4
46886,5,1,1
46887,1,0,0
46888,1,0,0
46889,0,0,0
46890,13,3,1
46891,35,10,1
46892,0,0,0
46893,75,25,4
46894,6,1,0
46895,5,2,0
46896,9,1,1
46897,58,8,3
46898,65,8,1
46899,2,0,0
46900,17,2,1
46901,0,0,0
46902,76,11,1
46903,76,12,0
46904,76,12,1
46905,77,10,1
46906,63,12,5
46907,1,0,0
46908,0,0,0
46909,8,1,0
46910,2,0,0
46911,37,7,2
46912,0,0,0
46913,55,6,0
46914,1,0,0
46915,2,0,0
46916,0,0,0
46917,56,12,3
46918,2,0,0
46919,8,2,1
46920,4,2,0
46921,10,1,0
46922,22,2,1
46923,1,0,0
46924,1,0,0
46925,4,0,0
46926,0,0,0
46927,12,4,1
46928,5,0,0
46929,0,0,0
46930,8,1,0
46931,0,0,0
46932,2,0,0
46933,4,0,0
46934,11,4,1
46935,1,0,0
46936,67,11,2
46937,4,2,1
46938,10,2,1
46939,69,15,7
46940,7,1,1
46941,0,0,0
46942,1,0,0
46943,71,9,2
46944,18,4,0
46945,10,3,3
46946,12,2,1
46947,51,5,2
46948,1,0,0
46949,55,10,4
46950,0,0,0
46951,13,3,0
46952,56,9,1
46953,78,12,3
46954,2,1,0
46955,11,2,1
46956,57,10,2
46957,56,9,3
46958,66,9,2
46959,15,3,1
46960,6,0,0
46961,0,0,0
46962,0,0,0
46963,67,28,6
46964,11,6,2
46965,74,13,6
46966,19,2,0
46967,1,1,0
46968,75,9,1
46969,9,2,0
46970,14,3,1
46971,56,10,2
46972,11,2,0
46973,15,3,1
46974,3,0,0
46975,71,12,0
46976,1,0,0
46977,9,1,0
46978,0,0,0
46979,15,4,2
46980,75,29,10
46981,1,0,0
46982,59,10,0
46983,8,2,0
46984,3,1,0
46985,0,0,0
46986,61,33,7
46987,38,2,0
46988,30,0,0
46989,74,15,4
46990,67,10,0
46991,62,28,4
46992,21,3,1
46993,0,0,0
46994,0,0,0
46995,5,1,1
46996,49,9,1
46997,64,11,1
46998,1,1,0
46999,12,4,0
47000,18,2,1
47001,63,10,3
47002,56,12,3
47003,5,0,0
47004,6,2,0
47005,74,16,2
47006,69,11,3
47007,0,0,0
47008,10,3,0
47009,72,19,2
47010,8,1,1
47011,4,0,0
47012,12,2,0
47013,8,1,1
47014,71,22,4
47015,2,0,0
47016,65,26,3
47017,19,2,1
47018,8,1,0
47019,1,0,0
47020,5,0,0
47021,5,0,0
47022,48,3,1
47023,8,1,1
47024,8,1,1
47025,8,1,1
47026,4,3,0
47027,52,7,1
47028,39,3,0
47029,68,11,4
47030,6,1,0
47031,16,2,0
47032,8,0,0
47033,52,6,2
47034,4,0,0
47035,58,11,2
47036,53,18,5
47037,71,18,6
47038,63,4,1
47039,2,0,0
47040,60,10,2
47041,67,10,0
47042,1,0,0
47043,65,4,1
47044,0,0,0
47045,62,2,0
47046,7,1,0
47047,64,4,1
47048,18,3,2
47049,65,8,1
47050,65,4,1
47051,7,0,0
47052,0,0,0
47053,56,10,4
47054,11,5,3
47055,6,0,0
47056,65,4,1
47057,0,0,0
47058,62,21,4
47059,7,0,0
47060,9,2,0
47061,71,24,2
47062,17,2,2
47063,1,0,0
47064,1,0,0
47065,0,0,0
47066,37,9,1
47067,9,2,1
47068,1,0,0
47069,0,0,0
47070,49,10,2
47071,8,1,0
47072,3,2,1
47073,54,8,0
47074,7,0,0
47075,0,0,0
47076,2,0,0
47077,1,0,0
47078,0,0,0
47079,4,0,0
47080,65,25,3
47081,53,12,6
47082,22,2,0
47083,6,3,0
47084,4,2,0
47085,0,0,0
47086,1,0,0
47087,5,0,0
47088,10,6,2
47089,2,0,0
47090,2,0,0
47091,16,2,0
47092,0,0,0
47093,65,11,2
47094,0,0,0
47095,11,3,2
47096,71,13,5
47097,67,11,1
47098,10,3,0
47099,3,0,0
47100,0,0,0
47101,68,11,3
47102,0,0,0
47103,0,0,0
47104,9,7,5
47105,11,3,1
47106,41,8,0
47107,5,1,1
47108,1,0,0
47109,1,0,0
47110,2,0,0
47111,14,3,0
47112,1,0,0
47113,71,12,2
47114,0,0,0
47115,2,0,0
47116,73,26,4
47117,66,11,4
47118,69,11,4
47119,62,3,0
47120,1,0,0
47121,67,13,2
47122,1,0,0
47123,2,0,0
47124,0,0,0
47125,78,17,4
47126,40,4,0
47127,19,0,0
47128,1,0,0
47129,11,5,2
47130,0,0,0
47131,2,1,0
47132,16,3,1
47133,6,2,2
47134,15,1,1
47135,23,4,0
47136,16,4,1
47137,12,1,0
47138,48,6,1
47139,71,13,5
47140,71,24,4
47141,27,4,0
47142,72,23,2
47143,67,10,2
47144,25,3,1
47145,13,1,1
47146,67,24,5
47147,40,6,0
47148,68,10,0
47149,0,0,0
47150,63,9,0
47151,3,0,0
47152,23,2,1
47153,10,5,2
47154,6,1,0
47155,1,0,0
47156,1,0,0
47157,73,24,2
47158,0,0,0
47159,54,1,0
47160,69,14,4
47161,2,0,0
47162,70,20,4
47163,11,2,2
47164,0,0,0
47165,1,0,0
47166,0,0,0
47167,1,0,0
47168,72,12,3
47169,48,5,1
47170,29,3,1
47171,56,4,0
47172,0,0,0
47173,1,0,0
47174,72,14,2
47175,0,0,0
47176,14,4,1
47177,6,1,0
47178,10,2,0
47179,1,0,0
47180,0,0,0
47181,0,0,0
47182,0,0,0
47183,78,12,2
47184,64,11,2
47185,12,0,0
47186,0,0,0
47187,48,2,1
47188,1,0,0
47189,0,0,0
47190,12,4,0
47191,1,0,0
47192,28,2,1
47193,1,0,0
47194,67,12,2
47195,9,1,1
47196,1,1,1
47197,7,3,0
47198,5,0,0
47199,40,4,0
47200,2,0,0
47201,0,0,0
47202,63,6,0
47203,3,0,0
47204,0,0,0
47205,8,3,1
47206,1,0,0
47207,4,1,1
47208,25,0,0
47209,12,0,0
47210,0,0,0
47211,1,0,0
47212,0,0,0
47213,14,0,0
47214,78,10,1
47215,69,11,0
47216,2,0,0
47217,5,0,0
47218,3,0,0
47219,16,3,0
47220,1,0,0
47221,49,5,0
47222,9,2,0
47223,1,0,0
47224,2,0,0
47225,4,0,0
47226,4,0,0
47227,23,3,1
47228,10,3,0
47229,9,1,1
47230,24,3,1
47231,0,0,0
47232,12,4,3
47233,9,1,1
47234,4,2,0
47235,0,0,0
47236,2,0,0
47237,0,0,0
47238,8,1,1
47239,1,0,0
47240,2,0,0
47241,1,0,0
47242,1,0,0
47243,72,8,1
47244,23,3,1
47245,56,5,1
47246,10,1,0
47247,9,1,0
47248,0,0,0
47249,15,3,1
47250,0,0,0
47251,1,0,0
47252,1,0,0
47253,1,0,0
47254,5,2,0
47255,18,3,0
47256,12,3,1
47257,0,0,0
47258,68,14,2
47259,4,2,0
47260,0,0,0
47261,1,0,0
47262,13,2,0
47263,5,2,0
47264,2,0,0
47265,3,0,0
47266,14,3,1
47267,11,1,0
47268,4,2,0
47269,64,8,0
47270,4,2,0
47271,37,3,2
47272,4,2,0
47273,72,10,3
47274,3,0,0
47275,7,2,0
47276,1,0,0
47277,1,0,0
47278,67,13,2
47279,70,9,3
47280,67,12,4
47281,4,2,0
47282,66,16,5
47283,69,16,5
47284,0,0,0
47285,5,0,0
47286,0,0,0
47287,0,0,0
47288,0,0,0
47289,71,11,3
47290,40,7,0
47291,63,9,0
47292,4,0,0
47293,56,11,1
47294,2,0,0
47295,0,0,0
47296,65,12,2
47297,57,4,0
47298,1,0,0
47299,0,0,0
47300,56,4,0
47301,7,0,0
47302,57,4,0
47303,9,1,0
47304,28,0,0
47305,15,2,0
47306,71,24,2
47307,71,23,3
47308,71,23,3
47309,41,6,0
47310,0,0,0
47311,4,2,0
47312,12,2,2
47313,2,0,0
47314,13,1,1
47315,62,23,2
47316,2,0,0
47317,6,2,0
47318,4,1,0
47319,4,0,0
47320,8,1,0
47321,4,2,0
47322,12,4,0
47323,80,12,3
47324,53,6,0
47325,38,7,2
47326,4,2,0
47327,4,2,0
47328,1,0,0
47329,43,7,0
47330,66,9,1
47331,62,13,0
47332,1,0,0
47333,56,12,3
47334,11,1,0
47335,6,1,0
47336,6,1,0
47337,10,0,0
47338,68,10,1
47339,70,12,0
47340,0,0,0
47341,1,0,0
47342,2,0,0
47343,13,3,1
47344,2,0,0
47345,11,1,0
47346,0,0,0
47347,20,4,0
47348,6,1,0
47349,56,6,1
47350,0,0,0
47351,1,0,0
47352,4,0,0
47353,1,0,0
47354,4,1,1
47355,73,14,4
47356,0,0,0
47357,3,0,0
47358,28,6,1
47359,0,0,0
47360,64,11,3
47361,74,21,6
47362,71,12,2
47363,71,26,7
47364,68,11,0
47365,0,0,0
47366,0,0,0
47367,1,0,0
47368,75,24,7
47369,81,25,9
47370,0,0,0
47371,12,2,1
47372,0,0,0
47373,10,0,0
47374,4,0,0
47375,2,0,0
47376,11,2,0
47377,54,11,4
47378,1,0,0
47379,6,2,0
47380,6,1,0
47381,1,1,1
47382,1,1,0
47383,1,1,1
47384,67,13,0
47385,53,10,2
47386,71,13,5
47387,71,30,14
47388,1,0,0
47389,36,8,1
47390,12,4,2
47391,0,0,0
47392,3,2,1
47393,62,12,0
47394,6,1,0
47395,65,10,4
47396,4,0,0
47397,2,0,0
47398,0,0,0
47399,68,12,3
47400,15,0,0
47401,1,0,0
47402,68,14,3
47403,69,10,3
47404,9,1,0
47405,13,2,1
47406,1,0,0
47407,1,0,0
47408,8,1,1
47409,5,0,0
47410,14,4,0
47411,2,0,0
47412,1,1,0
47413,1,0,0
47414,5,0,0
47415,9,1,0
47416,1,0,0
47417,9,1,0
47418,2,0,0
47419,1,0,0
47420,45,7,3
47421,8,2,0
47422,8,1,0
47423,11,2,0
47424,2,0,0
47425,71,12,3
47426,32,1,0
47427,69,11,1
47428,1,0,0
47429,6,2,0
47430,2,0,0
47431,4,0,0
47432,10,0,0
47433,69,9,2
47434,3,0,0
47435,25,1,0
47436,68,11,4
47437,3,0,0
47438,8,1,1
47439,53,9,3
47440,67,28,15
47441,68,29,3
47442,3,0,0
47443,1,0,0
47444,34,4,1
47445,67,16,5
47446,22,2,1
47447,0,0,0
47448,52,6,1
47449,50,6,1
47450,12,4,1
47451,79,13,3
47452,0,0,0
47453,64,9,2
47454,70,11,4
47455,22,3,1
47456,60,10,2
47457,58,7,1
47458,67,9,1
47459,2,0,0
47460,24,3,1
47461,62,8,1
47462,4,2,1
47463,67,10,1
47464,0,0,0
47465,43,2,1
47466,74,19,6
47467,74,16,4
47468,0,0,0
47469,72,20,6
47470,9,2,1
47471,3,1,0
47472,11,1,0
47473,10,0,0
47474,0,0,0
47475,54,4,2
47476,3,0,0
47477,0,0,0
47478,3,0,0
47479,3,0,0
47480,29,6,0
47481,1,0,0
47482,74,13,5
47483,7,0,0
47484,0,0,0
47485,15,1,1
47486,0,0,0
47487,0,0,0
47488,34,8,0
47489,49,22,5
47490,21,3,1
47491,1,0,0
47492,0,0,0
47493,6,2,1
47494,1,0,0
47495,0,0,0
47496,2,0,0
47497,71,20,5
47498,69,8,0
47499,38,3,0
47500,2,0,0
47501,68,13,2
47502,1,0,0
47503,6,0,0
47504,0,0,0
47505,31,0,0
47506,65,10,0
47507,0,0,0
47508,3,0,0
47509,71,20,6
47510,50,11,6
47511,0,0,0
47512,2,0,0
47513,69,11,1
47514,70,9,2
47515,3,0,0
47516,70,11,3
47517,1,0,0
47518,67,10,3
47519,67,9,3
47520,1,1,0
47521,0,0,0
47522,68,9,3
47523,72,10,4
47524,21,4,1
47525,67,10,3
47526,61,13,3
47527,11,1,1
47528,69,21,3
47529,8,1,0
47530,11,1,1
47531,57,10,4
47532,1,0,0
47533,46,11,3
47534,5,2,0
47535,66,10,4
47536,5,2,1
47537,1,0,0
47538,16,3,1
47539,1,0,0
47540,23,3,0
47541,75,27,8
47542,3,0,0
47543,1,0,0
47544,10,5,1
47545,4,0,0
47546,4,0,0
47547,4,1,0
47548,4,0,0
47549,1,0,0
47550,0,0,0
47551,55,3,1
47552,4,1,1
47553,21,5,1
47554,68,14,2
47555,69,37,15
47556,0,0,0
47557,12,1,1
47558,26,3,2
47559,1,0,0
47560,3,0,0
47561,5,1,0
47562,0,0,0
47563,57,9,4
47564,67,13,2
47565,3,1,1
47566,9,1,0
47567,0,0,0
47568,75,32,14
47569,74,26,11
47570,8,1,1
47571,10,2,0
47572,0,0,0
47573,0,0,0
47574,11,2,0
47575,70,21,3
47576,0,0,0
47577,11,0,0
47578,67,12,3
47579,1,0,0
47580,6,1,0
47581,5,0,0
47582,20,4,0
47583,1,0,0
47584,5,0,0
47585,68,11,2
47586,0,0,0
47587,9,1,0
47588,2,0,0
47589,5,1,1
47590,3,1,0
47591,17,2,2
47592,74,22,8
47593,1,0,0
47594,7,2,0
47595,64,9,1
47596,0,0,0
47597,67,29,9
47598,67,28,7
47599,54,12,2
47600,1,0,0
47601,10,2,1
47602,67,28,7
47603,66,28,6
47604,67,28,7
47605,29,3,1
47606,5,0,0
47607,1,0,0
47608,0,0,0
47609,2,0,0
47610,47,3,1
47611,16,3,2
47612,18,3,2
47613,10,4,0
47614,41,7,2
47615,0,0,0
47616,9,0,0
47617,6,2,0
47618,13,3,0
47619,0,0,0
47620,0,0,0
47621,5,1,1
47622,44,4,0
47623,2,0,0
47624,7,2,0
47625,0,0,0
47626,0,0,0
47627,8,3,2
47628,8,3,2
47629,67,13,2
47630,8,3,2
47631,1,0,0
47632,0,0,0
47633,8,1,0
47634,19,6,0
47635,1,0,0
47636,16,2,1
47637,0,0,0
47638,5,2,0
47639,7,1,0
47640,37,7,0
47641,1,1,1
47642,68,13,4
47643,25,3,1
47644,1,1,1
47645,2,0,0
47646,6,3,0
47647,1,0,0
47648,6,1,0
47649,58,9,2
47650,66,10,2
47651,4,0,0
47652,48,1,0
47653,53,1,0
47654,1,0,0
47655,2,1,0
47656,13,1,1
47657,40,6,0
47658,1,0,0
47659,65,11,4
47660,0,0,0
47661,2,0,0
47662,1,0,0
47663,2,0,0
47664,0,0,0
47665,64,11,3
47666,12,2,0
47667,1,0,0
47668,4,1,0
47669,56,11,3
47670,2,0,0
47671,6,0,0
47672,1,0,0
47673,29,1,0
47674,7,1,0
47675,11,6,1
47676,7,1,0
47677,2,0,0
47678,55,12,2
47679,1,1,0
47680,1,0,0
47681,53,3,1
47682,0,0,0
47683,8,1,1
47684,3,0,0
47685,48,4,1
47686,1,0,0
47687,59,7,2
47688,5,2,1
47689,2,0,0
47690,61,11,7
47691,76,22,5
47692,0,0,0
47693,69,12,1
47694,5,0,0
47695,60,14,4
47696,36,11,1
47697,64,14,1
47698,20,5,0
47699,0,0,0
47700,5,2,0
47701,2,0,0
47702,0,0,0
47703,71,22,5
47704,1,0,0
47705,70,22,4
47706,48,3,2
47707,8,1,0
47708,8,1,0
47709,12,2,0
47710,7,2,0
47711,0,0,0
47712,15,3,0
